lemma,present_phones,past_phones
incur,IH N K ER,IH N K ER D
say,S EY,S EH D
produce,P R AH D UW S,P R AH D UW S T
have,HH AE V,HH AE D
it,IH T,IH T
limit,L IH M AH T,L IH M AH T AH D
use,Y UW S,Y UW Z D
exploit,EH K S P L OY T,EH K S P L OY T AH D
emerge,IH M ER JH,IH M ER JH D
it,IH T,IH T
become,B IH K AH M,B IH K EY M
scratch,S K R AE CH,S K R AE CH T
complete,K AH M P L IY T,K AH M P L IY T AH D
feel,F IY L,F EH L T
de,D IY,D IH D
it,IH T,IH T
it,IH T,IH T
submit,S AH B M IH T,S AH B M IH T IH D
use,Y UW S,Y UW Z D
put,P UH T,P UH T
have,HH AE V,HH AE D
enter,EH N T ER,EH N T ER D
enter,EH N T ER,EH N T ER D
have,HH AE V,HH AE D
send,S EH N D,S EH N T
store,S T AO R,S T AO R D
say,S EY,S EH D
pi,P AY,P AY D
force,F AO R S,F AO R S T
aggravate,AE G R AH V EY T,AE G R AH V EY T IH D
recognise,R EH K AH G N AY Z,R EH K AH G N AY Z D
call,K AO L,K AO L D
carry,K AE R IY,K AE R IY D
remove,R IY M UW V,R IY M UW V D
include,IH N K L UW D,IH N K L UW D AH D
it,IH T,IH T
illuminate,IH L UW M IH N IH T,IH L UW M AH N EY T AH D
it,IH T,IH T
have,HH AE V,HH AE D
realize,R IY AH L AY Z,R IY AH L AY Z D
inquire,IH N K W AY R,IH N K W AY ER D
say,S EY,S EH D
use,Y UW S,Y UW Z D
build,B IH L D,B IH L T
pop,P AA P,P AA P T
convene,K AH N V IY N,K AH N V IY N D
it,IH T,IH T
edit,EH D AH T,EH D AH T AH D
it,IH T,IH T
have,HH AE V,HH AE D
shape,SH EY P,SH EY P T
rob,R AA B,R AA B D
have,HH AE V,HH AE D
it,IH T,IH T
it,IH T,IH T
ashame,AH SH EY M,AH SH EY M D
it,IH T,IH T
read,R EH D,R EH D
have,HH AE V,HH AE D
sit,S IH T,S AE T
read,R EH D,R EH D
establish,IH S T AE B L IH SH,IH S T AE B L IH SH T
acquire,AH K W AY ER,AH K W AY ER D
it,IH T,IH T
it,IH T,IH T
dissipate,D IH S AH P EY T,D IH S AH P EY T IH D
think,TH IH NG K,TH AO T
it,IH T,IH T
supervise,S UW P ER V AY Z,S UW P ER V AY Z D
overrule,OW V ER R UW L,OW V ER R UW L D
nominate,N AA M AH N AH T,N AA M AH N EY T AH D
unite,Y UW N AY T,Y UW N AY T IH D
say,S EY,S EH D
it,IH T,IH T
identify,AY D EH N T AH F AY,AY D EH N T AH F AY D
leave,L IY V,L EH F T
state,S T EY T,S T EY T IH D
refer,R AH F ER,R AH F ER D
meet,M IY T,M EH T
it,IH T,IH T
locate,L OW K EY T,L OW K EY T AH D
express,IH K S P R EH S,IH K S P R EH S T
devastate,D EH V AH S T EY T,D EH V AH S T EY T IH D
snap,S N AE P,S N AE P T
quell,K W EH L,K W EH L D
go,G OW,W EH N T
cum,K AH M,K EY M
make,M EY K,M EY D
ensure,EH N SH UH R,EH N SH UH R D
it,IH T,IH T
it,IH T,IH T
doe,D OW,D IH D
it,IH T,IH T
ask,AE S K,AE S K T
have,HH AE V,HH AE D
set,S EH T,S EH T
have,HH AE V,HH AE D
have,HH AE V,HH AE D
fall,F AO L,F EH L
describe,D IH S K R AY B,D IH S K R AY B D
lay,L EY,L EY D
it,IH T,IH T
doe,D OW,D IH D
describe,D IH S K R AY B,D IH S K R AY B D
have,HH AE V,HH AE D
write,R AY T,R OW T
it,IH T,IH T
receive,R AH S IY V,R AH S IY V D
fold,F OW L D,F OW L D AH D
ensure,EH N SH UH R,EH N SH UH R D
side,S AY D,S AY D IH D
orient,AO R IY EH N T,AO R IY EH N T AH D
suspect,S AH S P EH K T,S AH S P EH K T IH D
it,IH T,IH T
doe,D OW,D IH D
cease,S IY S,S IY S T
say,S EY,S EH D
roll,R OW L,R OW L D
erect,IH R EH K T,IH R EH K T AH D
show,SH OW,SH OW D
have,HH AE V,HH AE D
it,IH T,IH T
have,HH AE V,HH AE D
quiet,K W AY AH T,K W AY AH T IH D
declare,D IH K L EH R,D IH K L EH R D
carry,K AE R IY,K AE R IY D
have,HH AE V,HH AE D
apply,AH P L AY,AH P L AY D
move,M UW V,M UW V D
bet,B EH T,B EH T
make,M EY K,M EY D
relate,R IH L EY T,R IH L EY T IH D
apply,AH P L AY,AH P L AY D
satisfy,S AE T AH S F AY,S AE T AH S F AY D
practice,P R AE K T AH S,P R AE K T AH S T
it,IH T,IH T
compound,K AA M P AW N D,K AH M P AW N D AH D
call,K AO L,K AO L D
describe,D IH S K R AY B,D IH S K R AY B D
ask,AE S K,AE S K T
stop,S T AA P,S T AA P T
passe,P AE S EY,P AE S T
make,M EY K,M EY D
point,P OY N T,P OY N T IH D
it,IH T,IH T
use,Y UW S,Y UW Z D
have,HH AE V,HH AE D
input,IH N P UH T,IH N P UH T
irritate,IH R IH T EY T,IH R AH T EY T AH D
illustrate,IH L AH S T R EY T,IH L AH S T R EY T AH D
make,M EY K,M EY D
it,IH T,IH T
have,HH AE V,HH AE D
disembody,D IH S IH B AA D IY,D IH S IH B AA D IY D
have,HH AE V,HH AE D
propose,P R AH P OW Z,P R AH P OW Z D
set,S EH T,S EH T
catch,K AE CH,K AA T
say,S EY,S EH D
fit,F IH T,F IH T AH D
admit,AH D M IH T,AH D M IH T IH D
cum,K AH M,K EY M
it,IH T,IH T
it,IH T,IH T
it,IH T,IH T
check,CH EH K,CH EH K T
pay,P EY,P EY D
it,IH T,IH T
view,V Y UW,V Y UW D
say,S EY,S EH D
it,IH T,IH T
say,S EY,S EH D
desire,D IH Z AY ER,D IH Z AY ER D
submit,S AH B M IH T,S AH B M IH T IH D
it,IH T,IH T
have,HH AE V,HH AE D
prefer,P R AH F ER,P R AH F ER D
it,IH T,IH T
develop,D IH V EH L AH P,D IH V EH L AH P T
hesitate,HH EH Z AH T EY T,HH EH Z IH T EY T IH D
unite,Y UW N AY T,Y UW N AY T IH D
influence,IH N F L UW AH N S,IH N F L UW AH N S T
flaw,F L AO,F L AO D
doe,D OW,D IH D
smile,S M AY L,S M AY L D
get,G EH T,G AA T
shape,SH EY P,SH EY P T
it,IH T,IH T
call,K AO L,K AO L D
address,AE D R EH S,AH D R EH S T
become,B IH K AH M,B IH K EY M
build,B IH L D,B IH L T
have,HH AE V,HH AE D
have,HH AE V,HH AE D
broadcast,B R AO D K AE S T,B R AO D K AE S T
think,TH IH NG K,TH AO T
point,P OY N T,P OY N T IH D
include,IH N K L UW D,IH N K L UW D AH D
organize,AO R G AH N AY Z,AO R G AH N AY Z D
split,S P L IH T,S P L IH T
quote,K W OW T,K W OW T IH D
de,D IY,D IH D
beat,B IY T,B IY T
thrust,TH R AH S T,TH R AH S T
have,HH AE V,HH AE D
doe,D OW,D IH D
begin,B IH G IH N,B IH G AE N
set,S EH T,S EH T
live,L AY V,L IH V D
it,IH T,IH T
have,HH AE V,HH AE D
it,IH T,IH T
harass,HH ER AE S,HH ER AE S T
have,HH AE V,HH AE D
it,IH T,IH T
leave,L IY V,L EH F T
fulfil,F UH L F IH L,F UH L F IH L D
say,S EY,S EH D
have,HH AE V,HH AE D
vary,V EH R IY,V EH R IY D
lead,L EH D,L EH D IH D
give,G IH V,G EY V
it,IH T,IH T
cum,K AH M,K EY M
bring,B R IH NG,B R AO T
think,TH IH NG K,TH AO T
remark,R IH M AA R K,R IH M AA R K T
it,IH T,IH T
get,G EH T,G AA T
have,HH AE V,HH AE D
restore,R IH S T AO R,R IH S T AO R D
give,G IH V,G EY V
ally,AE L AY,AH L AY D
solve,S AA L V,S AA L V D
have,HH AE V,HH AE D
shake,SH EY K,SH UH K
put,P UH T,P UH T
entitle,EH N T AY T AH L,EH N T AY T AH L D
quote,K W OW T,K W OW T IH D
treat,T R IY T,T R IY T IH D
set,S EH T,S EH T
ask,AE S K,AE S K T
come,K AH M,K EY M
it,IH T,IH T
introduce,IH N T R AH D UW S,IH N T R AH D UW S T
label,L EY B AH L,L EY B AH L D
go,G OW,W EH N T
have,HH AE V,HH AE D
procure,P R OW K Y UH R,P R OW K Y UH R D
doe,D OW,D IH D
it,IH T,IH T
have,HH AE V,HH AE D
state,S T EY T,S T EY T IH D
give,G IH V,G EY V
it,IH T,IH T
it,IH T,IH T
cum,K AH M,K EY M
dispose,D IH S P OW Z,D IH S P OW Z D
say,S EY,S EH D
insulate,IH N S AH L EY T,IH N S AH L EY T AH D
force,F AO R S,F AO R S T
it,IH T,IH T
swallow,S W AA L OW,S W AA L OW D
have,HH AE V,HH AE D
mask,M AE S K,M AE S K T
start,S T AA R T,S T AA R T IH D
enter,EH N T ER,EH N T ER D
leave,L IY V,L EH F T
de,D IY,D IH D
it,IH T,IH T
force,F AO R S,F AO R S T
hate,HH EY T,HH EY T AH D
prove,P R UW V,P R UW V D
establish,IH S T AE B L IH SH,IH S T AE B L IH SH T
slip,S L IH P,S L IH P T
have,HH AE V,HH AE D
care,K EH R,K EH R D
rise,R AY Z,R OW Z
wed,W EH D,W EH D IH D
count,K AW N T,K AW N T IH D
commit,K AH M IH T,K AH M IH T IH D
become,B IH K AH M,B IH K EY M
equate,IH K W EY T,IH K W EY T IH D
push,P UH SH,P UH SH T
quote,K W OW T,K W OW T IH D
doe,D OW,D IH D
make,M EY K,M EY D
it,IH T,IH T
it,IH T,IH T
thrust,TH R AH S T,TH R AH S T
announce,AH N AW N S,AH N AW N S T
set,S EH T,S EH T
it,IH T,IH T
it,IH T,IH T
part,P AA R T,P AA R T IH D
outsize,AW T S AY Z,AW T S AY Z D
worth,W ER TH,W ER TH
de,D IY,D IH D
edit,EH D AH T,EH D AH T AH D
output,AW T P UH T,AW T P UH T
shoot,SH UW T,SH AA T
have,HH AE V,HH AE D
drop,D R AA P,D R AA P T
it,IH T,IH T
oar,AO R,AO R D
employ,EH M P L OY,EH M P L OY D
pay,P EY,P EY D
cum,K AH M,K EY M
it,IH T,IH T
specify,S P EH S AH F AY,S P EH S AH F AY D
have,HH AE V,HH AE D
tear,T EH R,T AO R
think,TH IH NG K,TH AO T
de,D IY,D IH D
recognize,R EH K AH G N AY Z,R EH K AH G N AY Z D
confide,K AH N F AY D,K AH N F AY D IH D
unite,Y UW N AY T,Y UW N AY T IH D
oppose,AH P OW Z,AH P OW Z D
base,B EY S,B EY S T
have,HH AE V,HH AE D
record,R AH K AO R D,R AH K AO R D IH D
return,R IH T ER N,R IH T ER N D
have,HH AE V,HH AE D
boil,B OY L,B OY L D
understand,AH N D ER S T AE N D,AH N D ER S T UH D
pay,P EY,P EY D
it,IH T,IH T
allege,AH L EH JH,AH L EH JH D
argue,AA R G Y UW,AA R G Y UW D
write,R AY T,R OW T
sit,S IH T,S AE T
exhibit,IH G Z IH B IH T,IH G Z IH B AH T AH D
return,R IH T ER N,R IH T ER N D
it,IH T,IH T
hear,HH IY R,HH ER D
become,B IH K AH M,B IH K EY M
ship,SH IH P,SH IH P T
fine,F AY N,F AY N D
mean,M IY N,M EH N T
it,IH T,IH T
say,S EY,S EH D
say,S EY,S EH D
advise,AE D V AY Z,AE D V AY Z D
doe,D OW,D IH D
isolate,AY S AH L EY T,AY S AH L EY T AH D
call,K AO L,K AO L D
it,IH T,IH T
veil,V EY L,V EY L D
instruct,IH N S T R AH K T,IH N S T R AH K T AH D
it,IH T,IH T
break,B R EY K,B R OW K
approach,AH P R OW CH,AH P R OW CH T
walk,W AO K,W AO K T
have,HH AE V,HH AE D
de,D IY,D IH D
bring,B R IH NG,B R AO T
doe,D OW,D IH D
use,Y UW S,Y UW Z D
have,HH AE V,HH AE D
determine,D AH T ER M AH N,D IH T ER M AH N D
it,IH T,IH T
de,D IY,D IH D
relate,R IH L EY T,R IH L EY T IH D
it,IH T,IH T
burnish,B ER N IH SH,B ER N IH SH T
determine,D AH T ER M AH N,D IH T ER M AH N D
call,K AO L,K AO L D
build,B IH L D,B IH L T
it,IH T,IH T
it,IH T,IH T
fall,F AO L,F EH L
have,HH AE V,HH AE D
it,IH T,IH T
make,M EY K,M EY D
accomplish,AH K AA M P L IH SH,AH K AA M P L IH SH T
recreate,R EH K R IY EY T,R EH K R IY EY T IH D
de,D IY,D IH D
use,Y UW S,Y UW Z D
issue,IH SH UW,IH SH UW D
entitle,EH N T AY T AH L,EH N T AY T AH L D
it,IH T,IH T
it,IH T,IH T
feel,F IY L,F EH L T
have,HH AE V,HH AE D
say,S EY,S EH D
carry,K AE R IY,K AE R IY D
pause,P AO Z,P AO Z D
sing,S IH NG,S AE NG
cum,K AH M,K EY M
associate,AH S OW S IY AH T,AH S OW S IY EY T IH D
use,Y UW S,Y UW Z D
de,D IY,D IH D
exploit,EH K S P L OY T,EH K S P L OY T AH D
it,IH T,IH T
pass,P AE S,P AE S T
require,R IY K W AY ER,R IY K W AY ER D
grasp,G R AE S P,G R AE S P T
parry,P EH R IY,P EH R IY D
have,HH AE V,HH AE D
prove,P R UW V,P R UW V D
cum,K AH M,K EY M
derive,D ER AY V,D ER AY V D
it,IH T,IH T
de,D IY,D IH D
it,IH T,IH T
have,HH AE V,HH AE D
wear,W EH R,W AO R
marke,M AA R K,M AA R K T
it,IH T,IH T
it,IH T,IH T
it,IH T,IH T
pour,P AO R,P AO R D
refer,R AH F ER,R AH F ER D
walk,W AO K,W AO K T
have,HH AE V,HH AE D
file,F AY L,F AY L D
call,K AO L,K AO L D
it,IH T,IH T
occur,AH K ER,AH K ER D
limit,L IH M AH T,L IH M AH T AH D
it,IH T,IH T
come,K AH M,K EY M
it,IH T,IH T
it,IH T,IH T
notice,N OW T AH S,N OW T AH S T
accustom,AH K AH S T AH M,AH K AH S T AH M D
say,S EY,S EH D
develop,D IH V EH L AH P,D IH V EH L AH P T
de,D IY,D IH D
number,N AH M B ER,N AH M B ER D
announce,AH N AW N S,AH N AW N S T
have,HH AE V,HH AE D
boast,B OW S T,B OW S T AH D
establish,IH S T AE B L IH SH,IH S T AE B L IH SH T
think,TH IH NG K,TH AO T
bite,B AY T,B IH T
de,D IY,D IH D
come,K AH M,K EY M
build,B IH L D,B IH L T
prefer,P R AH F ER,P R AH F ER D
it,IH T,IH T
remark,R IH M AA R K,R IH M AA R K T
abbreviate,AH B R IY V IY EY T,AH B R IY V IY EY T IH D
doe,D OW,D IH D
marry,M EH R IY,M EH R IY D
become,B IH K AH M,B IH K EY M
focus,F OW K AH S,F OW K AH S T
change,CH EY N JH,CH EY N JH D
isolate,AY S AH L EY T,AY S AH L EY T AH D
complete,K AH M P L IY T,K AH M P L IY T AH D
come,K AH M,K EY M
immerse,IH M ER S,IH M ER S T
relate,R IH L EY T,R IH L EY T IH D
broadcast,B R AO D K AE S T,B R AO D K AE S T
have,HH AE V,HH AE D
de,D IY,D IH D
marry,M EH R IY,M EH R IY D
break,B R EY K,B R OW K
set,S EH T,S EH T
file,F AY L,F AY L D
go,G OW,W EH N T
relate,R IH L EY T,R IH L EY T IH D
it,IH T,IH T
borrow,B AA R OW,B AA R OW D
it,IH T,IH T
exclude,IH K S K L UW D,IH K S K L UW D AH D
abolish,AH B AA L IH SH,AH B AA L IH SH T
it,IH T,IH T
have,HH AE V,HH AE D
illustrate,IH L AH S T R EY T,IH L AH S T R EY T AH D
hear,HH IY R,HH ER D
it,IH T,IH T
continue,K AH N T IH N Y UW,K AH N T IH N Y UW D
de,D IY,D IH D
read,R EH D,R EH D
it,IH T,IH T
cum,K AH M,K EY M
prepare,P R IY P EH R,P R IY P EH R D
create,K R IY EY T,K R IY EY T AH D
express,IH K S P R EH S,IH K S P R EH S T
it,IH T,IH T
disagree,D IH S AH G R IY,D IH S AH G R IY D
cum,K AH M,K EY M
cum,K AH M,K EY M
it,IH T,IH T
dry,D R AY,D R AY D
cut,K AH T,K AH T
refer,R AH F ER,R AH F ER D
think,TH IH NG K,TH AO T
set,S EH T,S EH T
beat,B IY T,B IY T
come,K AH M,K EY M
de,D IY,D IH D
leave,L IY V,L EH F T
shout,SH AW T,SH AW T IH D
send,S EH N D,S EH N T
it,IH T,IH T
stop,S T AA P,S T AA P T
doe,D OW,D IH D
receive,R AH S IY V,R AH S IY V D
winge,W IH N JH,W IH NG D
unite,Y UW N AY T,Y UW N AY T IH D
engineer,EH N JH AH N IH R,EH N JH AH N IY R D
mean,M IY N,M EH N T
let,L EH T,L EH T
it,IH T,IH T
hand,HH AE N D,HH AE N D AH D
leave,L IY V,L EH F T
cum,K AH M,K EY M
onset,AA N S EH T,AA N S EH T
it,IH T,IH T
have,HH AE V,HH AE D
fall,F AO L,F EH L
regenerate,R IY JH EH N ER EY T,R IY JH EH N ER EY T IH D
avoid,AH V OY D,AH V OY D IH D
diagnose,D AY AH G N OW S,D AY AH G N OW S T
develop,D IH V EH L AH P,D IH V EH L AH P T
pay,P EY,P EY D
cancel,K AE N S AH L,K AE N S AH L D
shield,SH IY L D,SH IY L D IH D
have,HH AE V,HH AE D
fade,F EY D,F EY D AH D
measure,M EH ZH ER,M EH ZH ER D
have,HH AE V,HH AE D
hope,HH OW P,HH OW P T
make,M EY K,M EY D
verse,V ER S,V ER S T
express,IH K S P R EH S,IH K S P R EH S T
move,M UW V,M UW V D
cut,K AH T,K AH T
it,IH T,IH T
doe,D OW,D IH D
it,IH T,IH T
advance,AH D V AE N S,AH D V AE N S T
predicate,P R EH D AH K EY T,P R EH D AH K EY T IH D
return,R IH T ER N,R IH T ER N D
have,HH AE V,HH AE D
set,S EH T,S EH T
doe,D OW,D IH D
become,B IH K AH M,B IH K EY M
it,IH T,IH T
define,D IH F AY N,D IH F AY N D
have,HH AE V,HH AE D
use,Y UW S,Y UW Z D
file,F AY L,F AY L D
hesitate,HH EH Z AH T EY T,HH EH Z IH T EY T IH D
list,L IH S T,L IH S T AH D
bring,B R IH NG,B R AO T
it,IH T,IH T
it,IH T,IH T
say,S EY,S EH D
it,IH T,IH T
stamp,S T AE M P,S T AE M P T
cost,K AA S T,K AA S T
review,R IY V Y UW,R IY V Y UW D
repeal,R IH P IY L,R IH P IY L D
possess,P AH Z EH S,P AH Z EH S T
have,HH AE V,HH AE D
think,TH IH NG K,TH AO T
leave,L IY V,L EH F T
grow,G R OW,G R UW
say,S EY,S EH D
it,IH T,IH T
de,D IY,D IH D
it,IH T,IH T
it,IH T,IH T
point,P OY N T,P OY N T IH D
have,HH AE V,HH AE D
doe,D OW,D IH D
teach,T IY CH,T AO T
make,M EY K,M EY D
have,HH AE V,HH AE D
record,R AH K AO R D,R AH K AO R D IH D
it,IH T,IH T
state,S T EY T,S T EY T IH D
say,S EY,S EH D
base,B EY S,B EY S T
require,R IY K W AY ER,R IY K W AY ER D
have,HH AE V,HH AE D
have,HH AE V,HH AE D
hurt,HH ER T,HH ER T
gasp,G AE S P,G AE S P T
have,HH AE V,HH AE D
put,P UH T,P UH T
refer,R AH F ER,R AH F ER D
say,S EY,S EH D
have,HH AE V,HH AE D
cost,K AA S T,K AA S T
nod,N AA D,N AA D AH D
let,L EH T,L EH T
smash,S M AE SH,S M AE SH T
leave,L IY V,L EH F T
have,HH AE V,HH AE D
doe,D OW,D IH D
it,IH T,IH T
it,IH T,IH T
have,HH AE V,HH AE D
ask,AE S K,AE S K T
make,M EY K,M EY D
it,IH T,IH T
cum,K AH M,K EY M
make,M EY K,M EY D
grasp,G R AE S P,G R AE S P T
hear,HH IY R,HH ER D
situate,S IH CH UW EY T,S IH CH UW EY T IH D
set,S EH T,S EH T
say,S EY,S EH D
furnish,F ER N IH SH,F ER N IH SH T
license,L AY S AH N S,L AY S AH N S T
it,IH T,IH T
contract,K AA N T R AE K T,K AA N T R AE K T AH D
it,IH T,IH T
beg,B EH G,B EH G D
bring,B R IH NG,B R AO T
doe,D OW,D IH D
think,TH IH NG K,TH AO T
observe,AH B Z ER V,AH B Z ER V D
set,S EH T,S EH T
have,HH AE V,HH AE D
require,R IY K W AY ER,R IY K W AY ER D
it,IH T,IH T
cultivate,K AH L T AH V EY T,K AH L T AH V EY T IH D
it,IH T,IH T
come,K AH M,K EY M
desert,D EH Z ER T,D IH Z ER T IH D
it,IH T,IH T
float,F L OW T,F L OW T AH D
mire,M AY R,M AY R D
trail,T R EY L,T R EY L D
mention,M EH N SH AH N,M EH N SH AH N D
read,R EH D,R EH D
guide,G AY D,G AY D AH D
have,HH AE V,HH AE D
review,R IY V Y UW,R IY V Y UW D
estimate,EH S T AH M AH T,EH S T AH M EY T AH D
read,R EH D,R EH D
it,IH T,IH T
it,IH T,IH T
go,G OW,W EH N T
transmit,T R AE N Z M IH T,T R AE N S M IH T IH D
wet,W EH T,W EH T
let,L EH T,L EH T
dance,D AE N S,D AE N S T
it,IH T,IH T
speak,S P IY K,S P OW K
have,HH AE V,HH AE D
it,IH T,IH T
read,R EH D,R EH D
clean,K L IY N,K L IY N D
come,K AH M,K EY M
passe,P AE S EY,P AE S T
rouse,R AW S,R AW Z D
it,IH T,IH T
have,HH AE V,HH AE D
occupy,AA K Y AH P AY,AA K Y AH P AY D
de,D IY,D IH D
read,R EH D,R EH D
de,D IY,D IH D
have,HH AE V,HH AE D
it,IH T,IH T
repeal,R IH P IY L,R IH P IY L D
say,S EY,S EH D
receive,R AH S IY V,R AH S IY V D
say,S EY,S EH D
call,K AO L,K AO L D
shape,SH EY P,SH EY P T
separate,S EH P ER EY T,S EH P ER EY T IH D
amend,AH M EH N D,AH M EH N D IH D
boil,B OY L,B OY L D
cost,K AA S T,K AA S T
recreate,R EH K R IY EY T,R EH K R IY EY T IH D
hear,HH IY R,HH ER D
it,IH T,IH T
rock,R AA K,R AA K T
scheme,S K IY M,S K IY M D
make,M EY K,M EY D
it,IH T,IH T
it,IH T,IH T
fate,F EY T,F EY T IH D
lay,L EY,L EY D
walk,W AO K,W AO K T
it,IH T,IH T
stir,S T ER,S T ER D
shoot,SH UW T,SH AA T
cost,K AA S T,K AA S T
have,HH AE V,HH AE D
put,P UH T,P UH T
bind,B AY N D,B AW N D
enter,EH N T ER,EH N T ER D
it,IH T,IH T
have,HH AE V,HH AE D
put,P UH T,P UH T
involve,IH N V AA L V,IH N V AA L V D
have,HH AE V,HH AE D
occupy,AA K Y AH P AY,AA K Y AH P AY D
unite,Y UW N AY T,Y UW N AY T IH D
it,IH T,IH T
doe,D OW,D IH D
apply,AH P L AY,AH P L AY D
marke,M AA R K,M AA R K T
compel,K AH M P EH L,K AH M P EH L D
advise,AE D V AY Z,AE D V AY Z D
return,R IH T ER N,R IH T ER N D
bury,B EH R IY,B EH R IY D
have,HH AE V,HH AE D
produce,P R AH D UW S,P R AH D UW S T
have,HH AE V,HH AE D
have,HH AE V,HH AE D
begin,B IH G IH N,B IH G AE N
have,HH AE V,HH AE D
lead,L EH D,L EH D IH D
have,HH AE V,HH AE D
make,M EY K,M EY D
open,OW P AH N,OW P AH N D
build,B IH L D,B IH L T
strike,S T R AY K,S T R AH K
employ,EH M P L OY,EH M P L OY D
base,B EY S,B EY S T
scuttle,S K AH T AH L,S K AH T AH L D
let,L EH T,L EH T
it,IH T,IH T
shit,SH IH T,SH IH T
de,D IY,D IH D
have,HH AE V,HH AE D
have,HH AE V,HH AE D
cut,K AH T,K AH T
reproduce,R IY P R AH D UW S,R IY P R AH D UW S T
arm,AA R M,AA R M D
doe,D OW,D IH D
close,K L OW S,K L OW Z D
fall,F AO L,F EH L
observe,AH B Z ER V,AH B Z ER V D
surprise,S ER P R AY Z,S ER P R AY Z D
it,IH T,IH T
have,HH AE V,HH AE D
it,IH T,IH T
it,IH T,IH T
put,P UH T,P UH T
say,S EY,S EH D
treat,T R IY T,T R IY T IH D
become,B IH K AH M,B IH K EY M
describe,D IH S K R AY B,D IH S K R AY B D
move,M UW V,M UW V D
have,HH AE V,HH AE D
close,K L OW S,K L OW Z D
surprise,S ER P R AY Z,S ER P R AY Z D
sum,S AH M,S AH M D
git,G IH T,G AA T AH N
reduce,R AH D UW S,R AH D UW S T
it,IH T,IH T
go,G OW,W EH N T
it,IH T,IH T
use,Y UW S,Y UW Z D
have,HH AE V,HH AE D
cum,K AH M,K EY M
abhor,AE B HH AO R,AH B HH AO R D
it,IH T,IH T
privatize,P R IH V AH T AY Z,P R AY V AH T AY Z D
set,S EH T,S EH T
set,S EH T,S EH T
cost,K AA S T,K AA S T
store,S T AO R,S T AO R D
move,M UW V,M UW V D
let,L EH T,L EH T
generate,JH EH N ER EY T,JH EH N ER EY T AH D
it,IH T,IH T
enclose,IH N K L OW Z,EH N K L OW Z D
have,HH AE V,HH AE D
gain,G EY N,G EY N D
live,L AY V,L IH V D
grain,G R EY N,G R EY N D
it,IH T,IH T
doe,D OW,D IH D
get,G EH T,G AA T
move,M UW V,M UW V D
it,IH T,IH T
provide,P R AH V AY D,P R AH V AY D IH D
have,HH AE V,HH AE D
call,K AO L,K AO L D
doe,D OW,D IH D
call,K AO L,K AO L D
have,HH AE V,HH AE D
it,IH T,IH T
insert,IH N S ER T,IH N S ER T AH D
hear,HH IY R,HH ER D
indicate,IH N D AH K EY T,IH N D AH K EY T AH D
house,HH AW S,HH AW Z D
annoy,AH N OY,AH N OY D
locate,L OW K EY T,L OW K EY T AH D
it,IH T,IH T
ask,AE S K,AE S K T
it,IH T,IH T
onset,AA N S EH T,AA N S EH T
enter,EH N T ER,EH N T ER D
describe,D IH S K R AY B,D IH S K R AY B D
step,S T EH P,S T EH P T
it,IH T,IH T
say,S EY,S EH D
have,HH AE V,HH AE D
have,HH AE V,HH AE D
recover,R IH K AH V ER,R AH K AH V ER D
incline,IH N K L AY N,IH N K L AY N D
make,M EY K,M EY D
observe,AH B Z ER V,AH B Z ER V D
walk,W AO K,W AO K T
reduce,R AH D UW S,R AH D UW S T
say,S EY,S EH D
it,IH T,IH T
change,CH EY N JH,CH EY N JH D
cut,K AH T,K AH T
it,IH T,IH T
aim,EY M,EY M D
have,HH AE V,HH AE D
damage,D AE M AH JH,D AE M AH JH D
it,IH T,IH T
apply,AH P L AY,AH P L AY D
feel,F IY L,F EH L T
de,D IY,D IH D
unite,Y UW N AY T,Y UW N AY T IH D
it,IH T,IH T
urge,ER JH,ER JH D
say,S EY,S EH D
say,S EY,S EH D
vary,V EH R IY,V EH R IY D
have,HH AE V,HH AE D
let,L EH T,L EH T
accompany,AH K AH M P AH N IY,AH K AH M P AH N IY D
it,IH T,IH T
let,L EH T,L EH T
ask,AE S K,AE S K T
call,K AO L,K AO L D
modify,M AA D AH F AY,M AA D AH F AY D
develop,D IH V EH L AH P,D IH V EH L AH P T
ask,AE S K,AE S K T
begin,B IH G IH N,B IH G AE N
it,IH T,IH T
de,D IY,D IH D
state,S T EY T,S T EY T IH D
compute,K AH M P Y UW T,K AH M P Y UW T AH D
say,S EY,S EH D
de,D IY,D IH D
ship,SH IH P,SH IH P T
ask,AE S K,AE S K T
place,P L EY S,P L EY S T
cum,K AH M,K EY M
cum,K AH M,K EY M
account,AH K AW N T,AH K AW N T IH D
have,HH AE V,HH AE D
shoot,SH UW T,SH AA T
unite,Y UW N AY T,Y UW N AY T IH D
reconcile,R EH K AH N S AY L,R EH K AH N S AY L D
pose,P OW Z,P OW Z D
assure,AH SH UH R,AH SH UH R D
return,R IH T ER N,R IH T ER N D
express,IH K S P R EH S,IH K S P R EH S T
strike,S T R AY K,S T R AH K
use,Y UW S,Y UW Z D
use,Y UW S,Y UW Z D
answer,AE N S ER,AE N S ER D
it,IH T,IH T
accomplish,AH K AA M P L IH SH,AH K AA M P L IH SH T
laugh,L AE F,L AE F T
mean,M IY N,M EH N T
it,IH T,IH T
say,S EY,S EH D
synthesize,S IH N TH AH S AY Z,S IH N TH IH S AY Z D
desire,D IH Z AY ER,D IH Z AY ER D
it,IH T,IH T
have,HH AE V,HH AE D
make,M EY K,M EY D
attack,AH T AE K,AH T AE K T
it,IH T,IH T
